,Name,User rating %,Value %,Avg. Bench %,Memory Pts,8-Core Pts,Mkt. share %,Age months,Price €,fecha,cuartil,año,Q_año
44,Intel Celeron G3900,51,69.7,49.5,73.1,154,0,96,69,2016-05-26 18:42:51.754560,Q2,2016,Q2 2016
45,Intel Pentium Gold G5500,51,0,69.1,86.3,306,0,71,,2018-06-15 18:42:51.754560,Q2,2018,Q2 2018
46,Intel Celeron G4900,51,59.4,52.1,74.5,177,0,72,149,2018-05-16 18:42:51.754560,Q2,2018,Q2 2018
47,Intel Core i9-9820X,51,0,81.9,75.1,918,0.01,64,,2019-01-11 18:42:51.754560,Q1,2019,Q1 2019
48,AMD Athlon 240GE,51,0,59.1,71.6,274,0,62,,2019-03-12 18:42:51.754560,Q1,2019,Q1 2019
49,Intel Core i9-12900,51,95.9,111,77.3,1412,0.06,30,402,2021-10-27 18:42:51.754560,Q4,2021,Q4 2021
50,Intel Core i9-13900F,51,95.9,124,82.8,1646,0.04,15,602,2023-01-20 18:42:51.754560,Q1,2023,Q1 2023
1,Intel Core i9-14900KS,51,97.5,133,85.9,1849,0.06,1,749,2024-03-15 18:42:51.754560,Q1,2024,Q1 2024
2,AMD Ryzen 7 8700G,51,85.3,95.2,57.2,1259,0.01,2,356,2024-02-14 18:42:51.754560,Q1,2024,Q1 2024
3,AMD Ryzen 5 8600G,51,93.1,93.6,64.9,1049,0.01,2,244,2024-02-14 18:42:51.754560,Q1,2024,Q1 2024
4,AMD Ryzen 7 5700X3D,51,94.8,97.1,92.8,948,0.05,2,260,2024-02-14 18:42:51.754560,Q1,2024,Q1 2024
5,AMD Turion II Neo N40L,50,0,29.3,52.4,39.1,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
6,Intel Celeron 887,50,0,41.5,71.8,69.1,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
7,Intel Core2 Duo E4500,50,0,33.4,59.1,48.6,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
8,Intel Atom N550,50,0,20.7,38.6,18.6,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
9,AMD Phenom II N950,50,0,40.7,62.7,113,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
10,Intel Pentium D 2.80GHz,50,0,29.5,52.6,40.2,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
11,Intel Pentium 4 3.40GHz,50,0,30.7,56.2,34.1,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
12,Intel Pentium T4200,50,0,33.9,59.2,53,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
13,Intel Core i7-2920XM,50,0,62.2,80.2,339,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
14,Intel Core i3-2367M,50,0,42.2,70.9,83.7,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
15,Intel Core2 Duo P9300,50,0,37,64.9,55.9,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
16,AMD Phenom II N830,50,0,38.4,63.3,82.7,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
17,Intel Atom N2600,50,0,21.9,40.8,20.4,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
18,Intel Pentium P6100,50,0,35.2,56.2,85.2,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
19,AMD Turion 64 X2 Mobile Technology TL-58,50,0,31.7,55.3,50.4,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
20,Intel Core i5-2467M,50,0,45.3,72.8,108,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
21,Intel Core i7 L 620,50,0,39.2,59.9,113,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
22,Intel Core i5-2435M,50,0,52.9,79.7,156,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
23,AMD Athlon II X2 265,50,0,45.4,76.2,89.5,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
24,AMD Athlon 64 3400+,50,0,34.2,63.7,30.7,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
25,AMD V140,50,0,34,63.5,29.9,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
26,AMD Sempron 3600+,50,0,28.3,52.9,25.3,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
27,Intel Core i3 U 330,50,0,30.1,48.8,70.1,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
28,AMD Athlon II X4 641,50,0,47.9,69.3,158,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
29,Intel Core2 Duo L9600,50,0,36.7,65.1,53,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
30,Intel Celeron Dual Core T3100,50,0,33.9,60.3,47.9,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
31,AMD A8-3530MX APU,50,0,40.9,62.8,114,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
32,Intel Core i5-4250U,50,0,50.4,73.6,163,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
33,AMD Athlon 64 X2 Dual Core TK-55,50,0,28.2,48.8,47,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
34,AMD Phenom II X4 920,50,0,50.2,74.6,154,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
35,Intel Core2 6420,50,0,36.5,66,44.8,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
36,Intel T2500,50,0,32.2,59.3,33.1,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
37,Intel Core2 Duo P7350,50,0,34.8,61.5,50.7,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
38,AMD Phenom II P960,50,0,36.2,56.4,96.7,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
39,Intel Pentium Dual T2390,50,0,28.8,51.7,37.5,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
40,AMD E1-1200 APU,50,0,23.2,42.3,26.9,0.01,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
41,Intel Pentium Dual E2160,50,0,32.1,58.2,38.1,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
42,Intel Atom Z2760,50,0,17.1,30.8,22.7,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
43,AMD Phenom II X4 830,50,0,52.2,78.2,156,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
44,AMD Turion X2 Ultra Mobile ZM-82,50,0,32.6,56.4,53.8,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
45,AMD E-450 APU,50,0,25.8,46.8,31.6,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
46,AMD Athlon II X3 425,50,0,42.1,66.4,108,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
47,Intel Pentium Dual T3200,50,0,31.9,57.3,41.7,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
48,AMD Turion 64 X2 Mobile Technology TL-60,50,0,32.9,57.3,52.3,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
49,Intel Core2 Duo T5800,50,0,33.6,61,39.7,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
50,Intel Atom N455,50,0,20.7,40,10.1,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
1,Intel U2300,50,0.0,29.9,55.2,30.5,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
2,Intel Core2 Duo T5900,50,0.0,33.9,61,43.8,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
3,AMD FX-4130 Quad-Core,50,0.0,52,75.8,167,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
4,Intel Core i7-4930MX,50,0.0,69.1,78.6,474,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
5,AMD Turion 64 X2 Mobile Technology TL-56,50,0.0,30.5,53.7,46.9,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
6,Intel T2300,50,0.0,31.5,58.8,28.9,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
7,Intel Core2 T5500,50,0.0,31.5,57.8,34.4,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
8,Intel Atom N270,50,0.0,20.1,38.8,10.1,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
9,AMD Athlon 7850,50,0.0,40.5,68.9,75.5,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
10,Intel Pentium Dual T2310,50,0.0,29,53.4,29.6,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
11,AMD Turion II Mobile M500,50,0.0,34,58.7,57.6,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
12,Intel Core2 Duo P7550,50,0.0,35.7,62.3,56,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
13,AMD Sempron 140,50,0.0,35.1,64.9,34,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
14,AMD Athlon Dual Core 4450B,50,0.0,35.2,60.7,60.2,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
15,Intel Celeron B815,50,0.0,41.6,71.6,72,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
16,Intel Atom N450,50,0.0,20.4,39.5,10.3,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
17,Intel Atom Z3740,50,0.0,29.9,49.5,63.4,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
18,Intel Atom Z3740D,50,0.0,35.8,62,60.1,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
19,Intel Pentium D 3.00GHz,50,0.0,29.6,52,45.1,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
20,Intel Core2 Duo T6500,50,0.0,34.4,60.1,54.5,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
21,Intel Core i5-3339Y,50,0.0,44.4,71.7,105,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
22,Intel Core2 Duo T5670,50,0.0,33.9,62.2,36.5,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
23,Intel Xeon W3503,50,0.0,48.8,80,107,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
24,AMD Athlon II P360,50,0.0,36.2,62.4,62.7,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
25,Intel Xeon X5472,50,0.0,50.8,75.1,158,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
26,Intel Atom N570,50,0.0,21.5,39.8,21,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
27,Intel Core Duo T2350,50,0.0,29.9,55.1,31.1,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
28,Intel Xeon E5530,50,0.0,61.1,84.3,266,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
29,AMD Athlon Dual Core 4850e,50,0.0,37.1,63,68.3,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
30,AMD Athlon Neo X2 Dual Core L335,50,0.0,27.7,48.9,40.7,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
31,Intel Pentium 967,50,0.0,37.6,65.7,60.6,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
32,Intel 575,50,0.0,29.5,56.2,20.1,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
33,AMD Athlon 64 X2 Dual Core 5400+,50,0.0,38.3,64.5,74.4,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
34,Intel Pentium 4 2.93GHz,50,0.0,25.6,47.5,24.3,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
35,Intel Core2 Duo U9600,50,0.0,32.7,59.3,39.9,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
36,Intel U7300,50,0.0,30.1,54.7,36.3,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
37,Intel Celeron 900,50,0.0,30.3,56.5,27.6,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
38,AMD Athlon II M320,50,0.0,33.3,57.6,56,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
39,AMD Phenom X3 8650,50,0.0,41,66.8,92.3,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
40,Intel Xeon E5-2603 0,50,0.0,50.2,71.7,172,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
41,Intel Pentium M processor 1.86GHz,50,0.0,28.3,54.6,15.8,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
42,Intel Atom N280,50,0.0,20.3,39.3,10.4,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
43,Intel T2080,50,0.0,30.7,57,30.1,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
44,AMD Sempron 2800+,50,0.0,26.7,50.3,21.6,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
45,Intel Pentium Dual T2370,50,0.0,29.6,53.7,35.4,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
46,AMD Athlon X2 Dual-Core QL-65,50,0.0,29.1,49.5,53.6,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
47,Intel Pentium 987,50,0.0,39.9,69.5,64.1,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
48,Intel Celeron M 430,50,0.0,25.1,48.1,15.1,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
49,Intel Core i7-2677M,50,0.0,51.4,80.7,133,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
50,Intel Core i7-3920XM,50,0.0,68.2,81,432,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
1,Intel Atom 230,50,0.0,19.2,37,9.92,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
2,AMD Athlon 64 X2 Dual Core 3600+,50,0.0,32.3,56.5,50.8,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
3,Intel Pentium 4 2.60GHz,50,0.0,25.4,46.3,28.6,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
4,AMD A6-3410MX APU,50,0.0,38.3,60.4,97.7,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
5,AMD Turion II Ultra Mobile M600,50,0.0,37.8,65.4,63.6,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
6,Intel Core i5-2557M,50,0.0,49.7,78.2,125,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
7,Intel Core i7-2637M,50,0.0,51.1,79.4,140,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
8,Intel Core2 Duo T5870,50,0.0,34.1,61.6,41.9,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
9,Intel Celeron M processor 1.50GHz,50,0.0,21.3,40.8,13.2,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
10,AMD Athlon 64 3000+,50,0.0,33.3,63,24.9,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
11,Intel Atom D510,50,0.0,20,36.9,20.7,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
12,Intel Core2 Duo L9300,50,0.0,33.3,60.4,39.6,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
13,Intel Atom Z3770,50,0.0,31.1,50.1,73.2,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
14,Intel Core2 Duo L9400,50,0.0,36.5,65.5,47.6,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
15,AMD A8-3510MX APU,50,0.0,40.3,62.2,111,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
16,Intel Core2 Duo L7100,50,0.0,30.6,57.6,24.8,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
17,Intel Pentium D 3.40GHz,50,0.0,32.1,55.3,54.8,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
18,Intel Core2 Duo P9500,50,0.0,39,68,63.2,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
19,AMD Opteron 4171 HE,50,0.0,37.4,60.5,103,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
20,Intel T2250,50,0.0,30,55.6,29.3,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
21,Intel Xeon L5639,50,0.0,67.5,89.2,384,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
22,AMD A6-4455M APU,50,0.0,32.1,56.6,47.8,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
23,AMD Athlon II M300,50,0.0,31.8,55,53.5,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
24,AMD E2-3000M APU,50,0.0,29.9,51.9,49.4,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
25,AMD Phenom II X4 B65,50,0.0,58.1,84.4,189,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
26,Intel Core i5 U 470,50,0.0,30.7,48.8,77,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
27,Intel Core i7-4550U,50,0.0,50.5,73.7,165,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
28,Intel Xeon E5504,50,0.0,51.9,73.3,182,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
29,Intel Core2 Duo L7500,50,0.0,33.1,61.3,32.5,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
30,AMD AthlonX2 DualCore QL-60,50,0.0,27.9,47.8,49.9,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
31,Intel Celeron 877,50,0.0,40.5,70.7,64.7,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
32,Intel Core i5-4202Y,50,0.0,42.9,68.3,108,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
33,Intel Core i7-4650U,50,0.0,51.1,72.5,175,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
34,Intel Core i5-4210Y,50,0.0,44.4,70.8,110,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
35,AMD Sempron 145,50,0.0,35.7,66,35,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
36,AMD Phenom II N850,50,0.0,39.7,64.9,87.5,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
37,Intel Core2 Duo T5850,50,0.0,32.1,57.6,42.3,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
38,Intel T2400,50,0.0,31.9,59.2,31.1,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
39,Intel Xeon E31230,50,0.0,69.4,86.1,404,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
40,Intel Celeron B800,50,0.0,40.4,69.9,67,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
41,AMD Phenom II N930,50,0.0,39.7,61.6,106,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
42,AMD E-350D APU,50,0.0,27.3,49.3,33.5,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
43,Intel Core2 Duo T9800,50,0.0,40.6,69,75.4,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
44,Intel Core i3-2357M,50,0.0,39.8,67.2,77.3,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
45,Intel Core2 Extreme Q6850,50,0.0,46.7,71.5,130,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
46,AMD Turion II Neo N54L,50,0.0,35.3,61.3,57.7,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
47,AMD Athlon LE-1640,50,0.0,34.7,64.2,34.5,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
48,Intel Atom D2700,50,0.0,26.4,48.8,27.1,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
49,Intel Core2 Duo P7570,50,0.0,36.5,64,57.2,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
50,AMD Phenom 9150e,50,0.0,40.5,64.7,98.4,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
1,AMD E1-2100 APU,50,0.0,17.5,31,25.4,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
2,AMD Sempron 3400+,50,0.0,29.4,55.4,23.6,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
3,Intel Core i3 U 380,50,0.0,30.9,49.4,75.8,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
4,AMD Phenom II X4 840T,50,0.0,52.9,78.7,161,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
5,Intel Core2 X6800,50,0.0,39.6,69.4,61.1,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
6,Intel Celeron E1500,50,0.0,29.7,52.4,44.5,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
7,AMD Athlon 64 X2 Dual Core 4600+,50,0.0,35.8,61.5,62.7,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
8,Intel Core i5-4300Y,50,0.0,44.2,70.4,108,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
9,Intel Celeron Dual Core T3300,50,0.0,34.5,61,50.9,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
10,AMD A4-1250 APU,50,0.0,17.2,30.5,24.8,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
11,AMD Phenom II N660,50,0.0,41.6,70.6,77.4,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
12,Intel Atom N2800,50,0.0,26,48.3,24.2,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
13,Intel Pentium 3550M,50,0.0,49.1,78.7,119,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
14,Intel Core i5 K 655,50,0.0,50.7,68.1,197,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
15,AMD Athlon 64 X2 Dual Core TK-53,50,0.0,27.1,47.1,44.5,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
16,AMD Athlon Dual Core 4450e,50,0.0,35.4,61.1,60.9,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
17,Intel Core i7-4960HQ,50,0.0,68,78.8,431,0,118,,2014-08-05 18:42:51.754560,Q3,2014,Q3 2014
18,AMD Phenom II X4 B40,50,0.0,50.9,73.9,166,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
19,Intel Celeron N2815,50,0.0,27.4,49.6,34.1,0,118,,2014-08-05 18:42:51.754560,Q3,2014,Q3 2014
20,AMD E1-2500 APU,50,0.0,20.9,36.3,35.5,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
21,Intel Celeron 723,50,0.0,26.3,50.5,14.6,0,118,,2014-08-05 18:42:51.754560,Q3,2014,Q3 2014
22,AMD Phenom II X4 910e,50,0.0,51.8,79.3,145,0,118,,2014-08-05 18:42:51.754560,Q3,2014,Q3 2014
23,AMD Athlon X2 Dual Core BE-2400,50,0.0,35.8,61.7,62.6,0,118,,2014-08-05 18:42:51.754560,Q3,2014,Q3 2014
24,AMD Turion 64 Mobile Technology ML-32,50,0.0,32.1,60.6,23.8,0,118,,2014-08-05 18:42:51.754560,Q3,2014,Q3 2014
25,AMD A4-4355M APU,50,0.0,31.7,56.3,44.8,0,118,,2014-08-05 18:42:51.754560,Q3,2014,Q3 2014
26,Intel U4100,50,0.0,29.3,53.7,32.7,0,118,,2014-08-05 18:42:51.754560,Q3,2014,Q3 2014
27,AMD E2-2000 APU (2012 M.Za),50,0.0,27.1,48.6,36.1,0,118,,2014-08-05 18:42:51.754560,Q3,2014,Q3 2014
28,Intel Pentium 4 3.80GHz,50,0.0,32.1,58.4,37.2,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
29,Intel Pentium N3510,50,0.0,32.3,54,66.9,0,117,,2014-09-04 18:42:51.754560,Q3,2014,Q3 2014
30,Intel Core2 T5200,50,0.0,29.2,53.5,31.6,0,117,,2014-09-04 18:42:51.754560,Q3,2014,Q3 2014
31,AMD Athlon Neo MV-40,50,0.0,25.9,48.9,19.6,0,117,,2014-09-04 18:42:51.754560,Q3,2014,Q3 2014
32,Intel Core i3-4012Y,50,0.0,42.6,68.7,100,0,116,,2014-10-04 18:42:51.754560,Q4,2014,Q4 2014
33,Intel Core2 Duo U9400,50,0.0,32.4,59.5,35.3,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
34,Intel Atom Z3775,50,0.0,32.3,51.9,77.7,0,116,,2014-10-04 18:42:51.754560,Q4,2014,Q4 2014
35,AMD Athlon II X4 555,50,0.0,57.5,85.7,174,0,116,,2014-10-04 18:42:51.754560,Q4,2014,Q4 2014
36,AMD Phenom II P940,50,0.0,35.4,55.7,90.8,0,116,,2014-10-04 18:42:51.754560,Q4,2014,Q4 2014
37,Intel Xeon W3505,50,0.0,50.5,82,116,0,116,,2014-10-04 18:42:51.754560,Q4,2014,Q4 2014
38,AMD A4-6320 APU,50,0.0,44.1,73.1,93.5,0,116,,2014-10-04 18:42:51.754560,Q4,2014,Q4 2014
39,Intel Atom D410,50,0.0,20.3,39.3,10.3,0,115,,2014-11-03 18:42:51.754560,Q4,2014,Q4 2014
40,Intel Atom N435,50,0.0,19.7,38.4,8.2,0,115,,2014-11-03 18:42:51.754560,Q4,2014,Q4 2014
41,Intel Celeron N2930,50,0.0,33.8,55.9,72,0,115,,2014-11-03 18:42:51.754560,Q4,2014,Q4 2014
42,Intel Xeon E5507,50,0.0,55.2,75.4,209,0,115,,2014-11-03 18:42:51.754560,Q4,2014,Q4 2014
43,Intel Core M-5Y70,50,0.0,46,69.4,134,0,113,,2015-01-02 18:42:51.754560,Q1,2015,Q1 2015
44,Intel Core M-5Y10,50,0.0,46.5,69.6,139,0,112,,2015-02-01 18:42:51.754560,Q1,2015,Q1 2015
45,AMD FX-770K (2014 D.Ka),50,0.0,44.3,59.3,173,0,112,,2015-02-01 18:42:51.754560,Q1,2015,Q1 2015
46,Intel Xeon X5667,50,0.0,70.8,90.5,362,0,110,,2015-04-02 18:42:51.754560,Q2,2015,Q2 2015
47,Intel Xeon E5310,50,0.0,34.1,56.6,70.7,0,111,,2015-03-03 18:42:51.754560,Q1,2015,Q1 2015
48,AMD FX-7600P APU (2014 M.Ka),50,0.0,39.1,55.3,134,0,109,,2015-05-02 18:42:51.754560,Q2,2015,Q2 2015
49,Intel Pentium G3450,50,0.0,56,82.6,176,0,109,,2015-05-02 18:42:51.754560,Q2,2015,Q2 2015
50,Intel Xeon E5320,50,0.0,35.8,58.3,81.3,0,109,,2015-05-02 18:42:51.754560,Q2,2015,Q2 2015
1,Intel Xeon E5335,50,0.0,39.5,65.4,83.8,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
2,Intel Core i5-5250U,50,0.0,49.4,68.3,182,0,109,,2015-05-02 18:42:51.754560,Q2,2015,Q2 2015
